Path1,Column A,Column B,Column C,,name,CSV Reference,Paste Embed Code in This Column,Share Link,drill_category,drill_game_states,description,SOLIDIFICATION NUMBERS,Safe Name W/O Comma's,,tags,Quoted Description,createdDate,lastUpdated
Transition,,Transition,Riding,Zero Ride,Zero Ride - Whole Sale,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=oRTfu4ILVjiW58s9VuDs"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=oRTfu4ILVjiW58s9VuDs,,,In the zero ride all offensive midfielders will immediately sprint off of the field to get defensive personnel on so we can play 6v6.  Attackmen will drop and slow them down as much as possible.,522,Zero Ride - Whole Sale,Zero Ride,Ride - Transition - Whole Unit (8+) - Beginner,In the zero ride all offensive midfielders will immediately sprint off of the field to get defensive personnel on so we can play 6v6.  Attackmen will drop and slow them down as much as possible.,2021-01-03T14:46:04.552Z,2023-11-17T13:16:07.168Z
Offense,Offense,How to Beat a Zone,Schemes,Set Plays,3 Man Gears,Zone,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=L6Ota4CBJgfqsYLZDXn7"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=L6Ota4CBJgfqsYLZDXn7,,,This is a play in the 1-4–1 carry step off offense.,396,3 Man Gears,3 Man Gears,,This is a play in the 1-4–1 carry step off offense.,2022-02-23T11:39:17.054Z,2024-04-03T15:39:41.045Z
Offense,Offense,How to Beat a Zone,Schemes,Set Plays,Bull Dog Set Play,Zone,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=RqgOOtLHdHlqxg8Oei2u"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=RqgOOtLHdHlqxg8Oei2u,,,This is a play in the 1-4–1 carry step off offense.,397,Bull Dog Set Play,Bull Dog Set Play,,This is a play in the 1-4–1 carry step off offense.,2022-02-22T11:32:15.997Z,2025-03-09T05:26:36.185Z
Offense,Offense,How to Beat a Zone,Schemes,Set Plays,Maryland Double Pick Seal,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=BLJ0LmqtjZViyLNUoe6R"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=BLJ0LmqtjZViyLNUoe6R,,,This is a play in the 1-4–1 carry step off offense.,398,Maryland Double Pick Seal,Maryland Double Pick Seal,,This is a play in the 1-4–1 carry step off offense.,2022-02-25T20:17:33.441Z,2024-03-06T20:50:30.405Z
Offense,Offense,How to Beat a Zone,Schemes,Set Plays,Salisbury Low Shallow Cut Look,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=dxSIHkHzlPN4oZNU13Tl"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=dxSIHkHzlPN4oZNU13Tl,,,This is a play in the 1-4–1 carry step off offense.,399,Salisbury Low Shallow Cut Look,Salisbury Low Shallow Cut Look,,This is a play in the 1-4–1 carry step off offense.,2022-02-20T12:24:20.552Z,2024-04-05T05:08:02.333Z
Offense,Offense,How to Beat a Zone,Schemes,Set Plays,Zone Base,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=88a1AdOiW5zZHc2YOgCp"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=88a1AdOiW5zZHc2YOgCp,,,This is a play in the 1-4–1 carry step off offense.,400,Zone Base,Zone Base,,This is a play in the 1-4–1 carry step off offense.,2022-02-20T12:02:06.757Z,2022-02-20T11:58:15.537Z
Transition,,Transition,Substitutions,Subbing Through Midline,Doubling during Midline Subs,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=DUGfG5vbthIGowGH6kIA"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=DUGfG5vbthIGowGH6kIA,,,"The basic steps to sub through the midline.
Defenseman for new Middy through box on sides.
New Middy for old Middy through midline.
Old Middy for Defenseman through box.",523,Doubling during Midline Subs,Doubling during Midline Subs,Clear - Ride - Transition - Whole Unit (8+),"""The basic steps to sub through the midline.
Defenseman for new Middy through box on sides.
New Middy for old Middy through midline.
Old Middy for Defenseman through box.""",2021-01-12T13:37:24.046Z,2024-01-10T22:02:01.000Z
Transition,,Transition,Substitutions,Subbing Through Midline,Marrying - Subbing Through the Midline,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=dt0AqzjP91nv5KPM7VEP"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=dt0AqzjP91nv5KPM7VEP,,,"The basic steps to sub through the midline.
Defenseman for new Middy through box on sides.
New Middy for old Middy through midline.
Old Middy for Defenseman through box. 

If the other team is subbing through the midline and you want to sub with them -  Our team will need to match their team step for step.
Attackman for new Middy through box on sides.
New Middy for old Middy through midline with the it middies.
Old Middy for Attackman through box. ",524,Marrying - Subbing Through the Midline,Marrying,Clear - Ride - Transition - Whole Unit (8+),"""The basic steps to sub through the midline.
Defenseman for new Middy through box on sides.
New Middy for old Middy through midline.
Old Middy for Defenseman through box. 

If the other team is subbing through the midline and you want to sub with them -  Our team will need to match their team step for step.
Attackman for new Middy through box on sides.
New Middy for old Middy through midline with the it middies.
Old Middy for Attackman through box. """,2021-01-12T13:53:20.644Z,2025-02-01T20:19:51.239Z
Transition,,Transition,Substitutions,Subbing Through Midline,Picking to Sub Through the Midline,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=qi7qI4y4C7qR6QRQuABb"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=qi7qI4y4C7qR6QRQuABb,,,"If our opponents are subbing through the midline with us -  we can use a Pick to try to gain a step or even keep them on the field.

Defenseman for new Middy through box on sides.

New Middy will pick for another Middy (to get his own defender to show to the ball) and then sprint through midline.

If he gains a step -  we can pass to the new middy who should generate a 6 v 5 Break
.
If the other midfielder helps the ball -  we will have trapped an offensive or face off player on defense.

Old Midfielder for Defenseman through box.",525,Picking to Sub Through the Midline,Picking to Sub Through the Midline,Clear - Ride - Transition - Whole Unit (8+),"""If our opponents are subbing through the midline with us -  we can use a Pick to try to gain a step or even keep them on the field.

Defenseman for new Middy through box on sides.

New Middy will pick for another Middy (to get his own defender to show to the ball) and then sprint through midline.

If he gains a step -  we can pass to the new middy who should generate a 6 v 5 Break
.
If the other midfielder helps the ball -  we will have trapped an offensive or face off player on defense.

Old Midfielder for Defenseman through box.""",2021-01-12T14:03:34.048Z,2025-01-10T19:31:09.330Z
Transition,,Transition,Substitutions,Subbing Through Midline,Subbing Through the Midline,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=5CNU7g21al218zS9Wgdl"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=5CNU7g21al218zS9Wgdl,,,"The basic steps to sub through the midline.
Defenseman for new Middy through box on sides.
New Middy for old Middy through midline.
Old Middy for Defenseman through box.",526,Subbing Through the Midline,Subbing Through the Midline,Clear - Ride - Transition - Whole Unit (8+),"""The basic steps to sub through the midline.
Defenseman for new Middy through box on sides.
New Middy for old Middy through midline.
Old Middy for Defenseman through box.""",2021-01-12T13:29:17.640Z,2025-01-10T19:31:34.411Z
Transition,,,Transition,Transition Offense,Green Read Progressions,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=XlPtFoySnemkaavPjexj"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=XlPtFoySnemkaavPjexj,,,,527,Green Read Progressions,Green Read Progressions,,,2021-09-14T19:00:48.370Z,2024-12-23T02:51:22.931Z
Transition,,Transition,Transition Offense,Fast Break (4v3),Flat Fast Break - All Looks,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=3Hj8NunLKucySGY78RPL"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=3Hj8NunLKucySGY78RPL,,,A more advanced Fastbreak where we utilize the depth of the field rather than a box To allow the midfielder to run directly down the center of the field.,537,Flat Fast Break - All Looks,Flat Fast Break,Offense - Defense - Advanced,A more advanced Fastbreak where we utilize the depth of the field rather than a box To allow the midfielder to run directly down the center of the field.,2021-01-23T14:03:12.684Z,2024-01-03T18:49:43.000Z
Transition,,Transition,Transition Offense,Fast Break (4v3),L - Fast Break,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=OI8CMfcWrNs6p2haQpuR"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=OI8CMfcWrNs6p2haQpuR,,,"Tried and True… The “L” Fast Break is simple and effective.
",533,L - Fast Break,L,Offense - Defense,"""Tried and True… The “L” Fast Break is simple and effective.
""",2021-01-09T02:57:02.451Z,2024-01-04T01:51:03.000Z
Transition,,Transition,Transition Offense,Fast Break (4v3),L - Fast Break - L/R Point,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=4hRQQU2ijIDKViWXbVXI"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=4hRQQU2ijIDKViWXbVXI,,,"Tried and True… The “L” Fast Break is simple and effective.

The player coming the into the offensive end must pick a side and the Attack will rotate into their L set.  Their Rotation should ensure that a righty or lefty is point on the correct side.",534,L - Fast Break - L/R Point,L,Offense - Defense,"""Tried and True… The “L” Fast Break is simple and effective.

The player coming the into the offensive end must pick a side and the Attack will rotate into their L set.  Their Rotation should ensure that a righty or lefty is point on the correct side.""",2021-01-09T02:57:02.451Z,2025-03-11T17:21:04.759Z
Transition,,Transition,Transition Offense,Fast Break (4v3),L - Fast Break (1 Point Man),,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=a4Ui37Y0Kz4jGCAD1sQi"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=a4Ui37Y0Kz4jGCAD1sQi,,,"Tried and True… The “L” Fast Break is simple and effective.

This Rotation will ensure that a single player will be the point player regardless of the side.",535,L - Fast Break (1 Point Man),L,Offense - Defense,"""Tried and True… The “L” Fast Break is simple and effective.

This Rotation will ensure that a single player will be the point player regardless of the side.""",2021-01-09T02:57:02.451Z,2024-01-04T01:50:43.000Z
Transition,,Transition,Transition Offense,Fast Break (4v3),L - Fast Break (All Looks),,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=zPRzRHUv0SMyjnzuSHLI"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=zPRzRHUv0SMyjnzuSHLI,,,"Tried and True… The “L” Fast Break is simple and effective.

Looks are based on eye site.",536,L - Fast Break (All Looks),L,Offense - Defense,"""Tried and True… The “L” Fast Break is simple and effective.

Looks are based on eye site.""",2021-01-09T02:57:02.451Z,2025-03-11T17:22:14.766Z
Transition,,Transition,Transition Offense,Trailer Break (5v4),Trailer Break - Pick Down,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=C3ObvlQs9ZaN1YkRsQUT"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=C3ObvlQs9ZaN1YkRsQUT,,,Transition opportunities come in all shapes and sizes. This 5v4 break can be tough for players to recognize -  but once they see the advantage -  it’s hard to stop.,539,Trailer Break - Pick Down,Trailer Break,Offense - Defense - Intermediate,Transition opportunities come in all shapes and sizes. This 5v4 break can be tough for players to recognize -  but once they see the advantage -  it’s hard to stop.,2021-01-09T02:57:02.451Z,2021-01-09T03:47:56.643Z
